Symbol,AvgRSI2,Hist,Ubb,Close,Lbb,Sma5,Sma200,Sma20
GMDCLTD,67.71206955,0.458532984,149.6270994,141.8,135.5229006,140.03,132.7575,142.575
HERCULES,67.79621558,0.110562202,236.1760118,209.65,148.6439882,207.27,130.81625,192.41
UNITY,67.83092036,0.37829558,29.82077081,28.1,25.29422919,27.26,27.984,27.5575
DSKULKARNI,67.86074723,1.450159084,80.76850591,79.65,59.32149409,78.02,61.67975,70.045
HDFCBANK,67.88497919,2.187254236,873.990223,857.3,807.349777,857.59,745.502,840.67
HDFCBANK,67.88497919,2.187254236,873.990223,857.3,807.349777,857.59,745.502,840.67
APOLLOHOSP,68.0536665,-1.907852009,1226.834286,1186.65,1100.875714,1181.54,954.4955,1163.855
TIRUMALCHM,68.29093328,1.367909425,110.0126065,105.95,84.80239347,105.92,95.02825,97.4075
ADANIPOWER,68.29561761,0.135366979,56.86949586,50,46.38050414,49.86,47.52025,51.625
DISHMAN,68.38443126,1.666770954,180.3510992,169.2,126.0189008,169.99,106.4355,153.185
BAJAJCORP,68.38644795,1.068548662,297.6083467,283.45,240.1466533,284.35,225.31025,268.8775
ORBITCORP,68.45878361,0.201031729,17.66290957,16.6,15.01209043,15.89,18.57875,16.3375
PSL,68.54879629,0.108668209,22.57473683,19.4,16.09526317,17.91,20.5055,19.335
NAVNETEDUL,68.60468845,0.259270367,103.2435578,101.95,88.04144225,100.1,67.41925,95.6425
TIMBOR,68.62424413,0.07848144,9.993038879,6.55,5.301961121,6.25,12.4745,7.6475
A2ZMES,68.62766198,-0.076828343,30.59389763,28.1,24.56610237,26.83,15.40575,27.58
MAHSCOOTER,68.64727213,-1.648937076,788.0325744,769.15,727.2724256,769.03,530.511,757.6525
COREEDUTEC,68.74070798,0.117913288,13.48426819,12.6,11.07073181,12.05,15.873,12.2775
NDTV,68.80281011,0.183664067,92.22728459,90.35,77.34771541,86.48,77.73875,84.7875
MOTILALOFS,68.82759007,2.990384086,226.0920527,223.6,190.0429473,221.06,138.23725,208.0675
IFBIND,68.9420741,-1.146366374,300.7655675,282.55,213.4794325,279.44,112.703,257.1225
ANSALHSG,68.95981944,0.196734474,33.2727358,33.2,27.6422642,31.58,22.718,30.4575
CLNINDIA,68.97275982,3.08863558,961.3954248,920.05,792.6095752,908.08,711.0925,877.0025
NCLIND,69.0233302,0.36708475,36.41851664,35.15,28.39148336,34.58,25.19275,32.405
JPPOWER,69.13611606,0.025333878,17.76930931,14.15,12.78069069,13.81,17.552,15.275
MOHITIND,69.26991331,0.026588614,31.30285472,29.85,27.93714528,28.96,33.6425,29.62
VSTIND,69.29842613,18.33699355,1682.99404,1635.85,1462.53096,1657.59,1687.05825,1572.7625
APTECHT,69.38753603,0.742017423,94.26891761,93.9,82.91108239,91.73,81.63825,88.59
KEI,69.39849672,0.23865985,34.18691005,35.05,29.46808995,32.6,19.67175,31.8275
CENTURYTEX,69.42049146,2.528733153,642.778986,628.5,571.731014,627.95,421.3035,607.255
SPYL,69.42227657,0.016828437,1.905145318,1.85,1.714854682,1.79,2.009,1.81
ZEEL,69.44560412,1.032349744,294.6668634,292.65,269.1731366,284.55,277.436,281.92
IGL,69.49445813,2.926519644,413.9973494,410.3,343.0776506,398.52,306.86875,378.5375
LICHSGFIN,69.5486363,2.627025533,332.8658949,319,280.5141051,322.89,260.06,306.69
LLOYDELENG,69.62293512,2.448291325,195.9962469,188.55,124.9237531,185.6,75.9235,160.46
BALMLAWRIE,69.67363356,3.732820393,618.2889571,594.75,513.8560429,599.46,398.53125,566.0725
KKCL,69.70498918,9.902646771,1842.526599,1826.75,1644.643401,1813.44,1332.92975,1743.585
SSLT,69.74642212,0.475087355,296.8729413,286.2,271.5370587,282.48,228.92575,284.205
MAYURUNIQ,70.03701677,2.888202125,457.5251951,457.55,394.2848049,440.84,380.5895,425.905
VIPIND,70.04890644,0.422437194,102.2295544,100.05,97.00044559,99.95,86.1745,99.615
GEOMETRIC,70.05898358,0.349774775,146.9258102,144.95,133.7091898,141.32,118.241,140.3175
TECPRO,70.07106909,0.382673328,18.66925222,17.35,14.82574778,17.27,16.9675,16.7475
SANGAMIND,70.08294221,0.353358997,79.70433239,81.85,69.47066761,77.62,46.20825,74.5875
ASAHIINDIA,70.08351512,1.193956064,109.9375499,105.75,75.79745005,102.45,62.71225,92.8675
MADHUCON,70.08565993,0.447213181,41.45374744,42.35,35.19125256,39.21,23.88125,38.3225
PFS,70.24359629,-0.033147016,46.8922218,44.55,36.9377782,44,22.144,41.915
BINANIIND,70.26707842,0.706821297,132.5185525,136.65,119.0814475,126.85,93.116,125.8
GHCL,70.27828694,1.03817905,111.9733205,101.35,60.25667954,101.7,45.40375,86.115
JMCPROJECT,70.2870057,0.869341759,148.7058499,143.65,133.6741501,143.24,109.047,141.19
INDOTECH,70.28751005,-0.738770043,207.7488297,206.7,177.9861703,190.19,103.08075,192.8675
GMBREW,70.29762451,1.470553837,111.139536,110.3,98.53546399,107.78,112.29025,104.8375
HOCL,70.39037692,0.473600341,21.74720041,20.85,14.08779959,20.59,14.43925,17.9175
SUNDARMFIN,70.39994482,9.212033761,1042.955835,1025.15,860.5891654,1013.83,745.76975,951.7725
TI,70.4646889,0.627219982,47.9093094,47.9,41.7006906,45.24,54.1055,44.805
COMPUSOFT,70.51429516,0.286229851,14.32830451,13.9,10.25669549,13.74,11.49725,12.2925
TCI,70.59227922,2.706861042,231.0842027,228.05,189.4257973,224.36,134.589,210.255
KSCL,70.69069895,6.867251844,990.8156668,956.4,762.0543332,953.77,910.94125,876.435
SHAKTIPUMP,70.82391922,2.534012718,285.1412166,263.35,186.4337834,262.09,126.8365,235.7875
BEML,70.88744255,15.01963677,676.0017946,648.3,504.2682054,643.23,422.902,590.135
ARVINDREM,70.90069883,1.309728878,62.74691781,61,35.91808219,58.71,44.29575,49.3325
JKLAKSHMI,70.91715894,-0.63928605,338.6220193,324.2,265.9629807,318.39,150.0175,302.2925
HINDPETRO,70.96824009,2.238988353,507.0888054,485.2,407.6561946,483.77,327.74,457.3725
SCI,71.01516443,0.529817764,65.45872744,66.55,54.77627256,61.98,48.3115,60.1175
OIL,71.04560614,4.362441099,664.0940309,639.3,559.4359691,647.11,520.56275,611.765
DHANBANK,71.10143401,0.321145311,49.00704879,47.4,43.45295121,46.29,42.13425,46.23
STRTECH,71.13540355,0.896048052,76.09213859,71.1,52.33786141,71.56,37.81175,64.215
SADBHAV,71.16764843,1.268887075,227.2841782,230.35,196.3908218,216.72,138.296,211.8375
TRENT,71.24071863,11.47511365,1239.396007,1235.3,1084.803993,1218.68,1095.52,1162.1
DHANUKA,71.26589264,4.275089142,479.6891149,473.8,401.3658851,463.97,291.17825,440.5275
ISMTLTD,71.39355821,-0.014913127,19.82129854,17.5,14.09370146,17.2,13.387,16.9575
ELECON,71.42689829,1.164413986,53.73276511,52.2,42.78723489,51.78,42.26675,48.26
LUMAXTECH,71.44919942,6.124971651,255.5983403,255.75,148.6666597,242.27,130.45975,202.1325
EIDPARRY,71.61055334,2.090476275,234.9456026,222.65,180.5693974,224.59,164.76325,207.7575
VKSPL,71.78469556,0.010357446,0.421133274,0.4,0.283866726,0.39,0.5535,0.3525
ROHLTD,71.80858982,0.293102937,46.28466921,46.5,41.59533079,44.35,34.75425,43.94
GENESYS,71.83285909,0.610122036,64.90654558,64.8,56.35345442,62.75,72.48075,60.63
RELCAPITAL,71.8607211,1.598398289,574.6733284,551.6,529.8816716,545.23,442.59425,552.2775
FARMAXIND,71.92670689,0.002451697,1.356444717,1.1,0.938555283,1.11,0.65525,1.1475
GESHIP,72.16587502,3.095179739,409.0899039,404.25,344.5100961,396.77,335.15525,376.8
DELTACORP,72.27964572,0.719542986,94.24208189,95.5,84.55291811,91.02,97.1755,89.3975
EVEREADY,72.29543058,1.17225413,115.1853012,113.05,85.20969882,111.82,56.028,100.1975
OILCOUNTUB,72.36001771,0.527373695,51.56562024,51,45.61437976,48.45,44.13075,48.59
MAHINDUGIN,72.43815628,5.493935932,479.8521937,472.95,369.9278063,462.66,249.716,424.89
GAEL,72.47568171,0.526179448,65.80363714,62.95,48.85636286,61.86,36.37225,57.33
HAVELLS,72.61584798,-33.87896504,1682.858686,287.1,-263.8886855,281.54,906.302,709.485
PRATIBHA,72.67804655,0.705053682,60.39686117,60.95,47.99813883,56.65,37.00075,54.1975
MIRZAINT,72.6785469,0.4588449,41.23465875,39.95,30.69034125,38.92,30.0765,35.9625
IRB,72.71815592,1.006861227,270.2313765,266.15,242.0086235,264.76,151.3175,256.12
ORIENTPPR,72.72128628,0.654082811,32.82012385,33.95,23.24487615,31.07,20.49125,28.0325
FACT,72.78597662,0.103219736,35.48550513,31.65,29.08949487,31.34,26.58,32.2875
BAJAJHIND,72.96282841,0.117828037,23.69605471,22.25,21.06394529,21.85,19.31275,22.38
ORISSAMINE,72.97238323,18.48548442,4075.727313,4017.35,3734.267687,3899.69,3028.83975,3904.9975
TALWALKARS,73.01161556,0.385698012,221.2945173,222.5,193.7754827,205.69,172.3025,207.535
BANCOINDIA,73.01637493,2.97936724,166.2830614,158.95,107.5919386,157.02,85.40775,136.9375
GRAPHITE,73.03904787,0.983490926,109.9694958,107.85,93.7255042,105.92,90.537,101.8475
TATAMTRDVR,73.08488689,0.060153691,400.8431048,383.45,323.1118952,376.64,245.181,361.9775
PHOENIXLTD,73.11285781,4.424401788,370.0938287,365.1,306.3661713,363.23,267.215,338.23
DISHTV,73.1255395,0.108339222,59.26862597,56.45,52.46637403,55.03,53.5395,55.8675
ROHITFERRO,73.13715462,0.05492377,11.86453903,11.2,9.910460972,10.79,10.23875,10.8875
TRIVENI,73.16804988,0.138922358,25.33433087,24.4,22.69066913,24.01,19.806,24.0125
SIYSIL,73.21196944,10.39887296,678.7779147,704.55,483.9420853,632.96,384.2395,581.36
GALLISPAT,73.27724055,2.805969884,383.9888252,380.7,372.4061748,379.9,340.673,378.1975
MPSLTD,73.37363147,-0.753038747,626.6927503,579.3,423.7722497,563.15,329.20925,525.2325
OMAXAUTO,73.42735937,0.670730245,48.11773824,47.4,38.34726176,45.97,38.385,43.2325
MINDTREE,73.4478894,2.977743774,1193.024489,1146.4,978.0955109,1142.96,1287.77125,1085.56
GLOBUSSPR,73.49675929,0.206648015,79.73867811,77.55,73.03632189,75.09,79.0055,76.3875
GRASIM,73.51377574,20.38548387,3711.698049,3643.95,3225.261951,3618.84,2945.40075,3468.48
GRASIM,73.51377574,20.38548387,3711.698049,3643.95,3225.261951,3618.84,2945.40075,3468.48
MBLINFRA,73.77230962,0.206877559,290.5679036,278.75,264.2320964,274.37,179.48575,277.4
SWARAJENG,73.77812812,5.874254869,1002.979985,990.7,865.1650145,977.05,749.3695,934.0725
PTL,73.77873254,0.287196927,44.35770815,41.85,36.79729185,41,31.14575,40.5775
TNPETRO,73.87572075,0.077881946,14.08364226,13.9,12.75635774,13.62,11.20175,13.42
NATIONALUM,73.98172402,0.983697567,65.26928889,64.85,50.92071111,62.99,44.81575,58.095
VISAKAIND,74.07931632,1.417109185,129.143528,125.8,107.196472,124.43,90.39175,118.17
HTMEDIA,74.0928126,0.949585935,110.7306743,109.15,101.6543257,107.95,93.79675,106.1925
NIITTECH,74.11799303,2.188226823,379.5509679,375,356.0190321,366.2,391.40025,367.785
SYMPHONY,74.11962492,17.09877345,1483.605468,1458.55,1048.064532,1413.01,762.435,1265.835
ESCORTS,74.23282043,2.991193824,138.1799216,135.6,100.3000784,134.37,123.1685,119.24
ORIENTABRA,74.24351452,0.115219568,22.44038152,22.4,19.81461848,21.79,19.588,21.1275
SUPRAJIT,74.26502164,1.640936845,131.8156094,130.8,103.7543906,127.37,77.73575,117.785
BSELINFRA,74.28200545,0.039149563,2.921878126,2.8,2.468121874,2.77,2.1215,2.695
SKSMICRO,74.29971002,5.177945894,347.0381931,329.5,241.3518069,331.25,232.17275,294.195
SELMCL,74.31165121,0.045435193,4.521828874,4.4,3.768171126,4.11,3.8155,4.145
ALOKTEXT,74.3611028,0.110191797,13.73412716,13.05,10.51087284,12.57,9.41625,12.1225
XPROINDIA,74.40304064,0.385271718,37.35975179,36.8,32.17024821,36.2,31.37175,34.765
KITEX,74.56598226,0.097813519,383.7761833,366.5,269.5988167,345.58,162.78525,326.6875
BHARTIARTL,74.60797674,2.723954463,410.5719648,406.1,350.3530352,403.99,331.8205,380.4625
SAKUMA,74.71506542,0.014326792,25.47777362,23.95,22.18222638,23.47,19.592,23.83
EVERESTIND,74.72779209,1.1651536,263.3833979,265.1,234.8016021,256.26,177.20725,249.0925
HINDOILEXP,74.75218372,1.112878044,60.36561054,61.7,45.18438946,57.26,47.619,52.775
ALKALI,74.82009137,0.293442857,21.13570771,21.95,18.34429229,20.35,18.998,19.74
INVENTURE,74.89097708,-0.058990611,14.32408257,12.2,10.29091743,11.92,10.108,12.3075
HCIL,75.07419747,0.283025897,31.70488372,31.8,27.40511628,30.82,22.19775,29.555
BARTRONICS,75.08589817,0.325169888,12.53932836,13,9.060671636,11.95,8.99975,10.8
SITICABLE,75.12044543,-0.104121183,29.42876077,25.95,24.38123923,25.72,21.98,26.905
ASHOKA,75.19677411,1.512325439,145.6032426,140.6,123.4617574,141.27,97.6495,134.5325
GNFC,75.36378841,0.619834041,93.55749821,90,84.19250179,88.88,82.99825,88.875
BLUESTARCO,75.41908141,1.406068456,382.9514127,363.3,296.6135873,362.2,224.191,339.7825
ITC,75.46588474,0.310032188,359.2614856,358.2,342.7185144,352.45,335.9435,350.99
TATACOMM,75.51045608,3.912480874,398.0951168,395.7,336.9898832,388.92,320.0435,367.5425
PREMIER,75.55305129,0.292265555,68.84423186,66.7,61.96576814,65.03,60.70525,65.405
AMBUJACEM,75.58662006,1.162609931,220.3948275,219,203.4351725,215.46,196.09725,211.915
WANBURY,75.66178046,0.41831004,51.92407467,48.3,28.27092533,45.77,26.0145,40.0975
IGPL,75.73344517,0.503412323,64.1709072,60.3,51.4540928,59.77,34.762,57.8125
GREAVESCOT,75.76750039,1.23106753,145.0135646,134.9,100.3214354,133.66,86.017,122.6675
TATAGLOBAL,75.79494014,1.300453751,165.5396809,162.55,147.6603191,163.36,151.93125,156.6
FCSSOFT,75.88201732,0.006903652,0.403541779,0.4,0.301458221,0.35,0.39825,0.3525
TITAN,75.90955329,2.746733883,399.8885731,397.05,331.1264269,388.37,280.72875,365.5075
TITAN,75.90955329,2.746733883,399.8885731,397.05,331.1264269,388.37,280.72875,365.5075
INDSWFTLAB,75.91951719,0.634719484,38.54206682,37.05,31.69293318,36.47,37.878,35.1175
BALLARPUR,75.92074296,0.367250063,19.58806841,18.9,14.43693159,18.81,14.849,17.0125
SBIN,75.94775765,12.39511869,2598.770539,2549.95,2362.764461,2537.02,2082.503,2480.7675
ACE,75.9595664,0.654416397,37.03322924,35.95,25.27677076,34.85,20.71925,31.155
PAGEIND,76.09325519,4.339547518,7883.430195,7604.05,7110.249805,7420.89,6236.21625,7496.84
INDIACEM,76.10556047,0.824823629,125.88967,122.2,106.09533,122.55,79.67225,115.9925
POLYPLEX,76.12427991,0.95383313,296.4040569,291.15,215.8659431,269.84,173.8995,256.135
TRIDENT,76.32152444,0.21550142,27.45249913,27.2,20.25750087,25.14,18.54475,23.855
SASKEN,76.34203827,3.308637043,333.6539373,333.55,277.9660627,326.78,217.02625,305.81
SABTN,76.35563992,1.77865786,141.7145614,139.9,105.0854386,134.88,86.3425,123.4
DIVISLAB,76.36167579,10.29890391,1709.364114,1671.4,1424.015886,1658.14,1358.8545,1566.69
RIIL,76.36185771,7.152888732,561.7240867,591.35,484.9759133,533.44,448.27225,523.35
EICHERMOT,76.4462439,49.94650491,11304.02427,11040.45,9203.455731,10946.15,6548.039,10253.74
RPPINFRA,76.5437684,0.694025118,84.45258393,89.2,72.26741607,79.6,65.73225,78.36
KTKBANK,76.70833274,0.882828185,133.3113522,130.2,119.9236478,130.37,118.271,126.6175
ZICOM,76.72929959,1.32534321,114.1153521,113.3,94.63964792,107.95,80.635,104.3775
PENINLAND,76.8242393,0.3679556,38.0463901,37.55,33.6386099,36.92,35.94375,35.8425
CUB,76.93694343,0.298673773,81.90174552,82,72.44325448,79.03,60.62225,77.1725
CUB,76.93694343,0.298673773,81.90174552,82,72.44325448,79.03,60.62225,77.1725
SUNTECK,76.93696507,2.10816773,312.9503391,306.55,291.7046609,302.98,307.46825,302.3275
RESPONIND,76.97682431,1.017077276,94.01811801,89.85,68.86188199,88.79,89.29,81.44
NCC,77.04114907,0.216996341,75.41141226,71.05,63.12358774,68.91,49.6035,69.2675
FMGOETZE,77.08380383,3.305005305,289.5660881,290.1,237.5339119,278.16,212.6145,263.55
MINDAIND,77.18116219,7.274847807,458.3080763,439.05,311.9219237,431.94,240.948,385.115
NESTLEIND,77.23732475,34.27976193,6505.689203,6410,5281.585797,6280,5091.361,5893.6375
JKPAPER,77.28899024,0.343311816,32.61146128,32.1,28.78853872,31.15,31.54225,30.7
ZENSARTECH,77.28949022,3.738852155,485.8959211,486.3,415.9840789,475.88,389.04625,450.94
CELESTIAL,77.35568343,0.267139429,29.20022789,28.6,25.01977211,28.68,21.57075,27.11
VMART,77.37931957,13.27300317,597.8750861,573.05,303.8149139,545.85,306.11625,450.845
VMART,77.37931957,13.27300317,597.8750861,573.05,303.8149139,545.85,306.11625,450.845
IFGLREFRAC,77.48676572,0.993281158,218.8112533,205.6,161.5087467,202.81,101.405,190.16
TAKE,77.49166195,0.326734815,38.66300984,38.2,30.66199016,36.34,34.42525,34.6625
PEL,77.59686409,4.861428843,760.2987755,741.5,650.8012245,740.57,598.831,705.55
ALEMBICLTD,77.73926863,0.742077877,51.37194593,46.75,20.88305407,44.16,20.00175,36.1275
BHARTISHIP,77.74691905,0.748375166,37.49468479,39.05,30.41531521,36.1,31.49375,33.955
VENKEYS,77.79302046,3.646917881,477.0796023,469.85,439.9753977,463.62,487.62375,458.5275
BIL,77.79679898,1.004106349,372.5515133,375.95,335.2484867,360.68,246.87175,353.9
TWILITAKA,77.80402538,0.010688203,5.444315186,5,4.340684814,4.66,4.519,4.8925
SHRIRAMEPC,77.84268892,0.478867222,37.19672531,37.55,26.71327469,33.19,31.81975,31.955
MMTC,77.90128495,0.487034218,79.41672014,76.35,70.30827986,74.27,65.62825,74.8625
AUTOAXLES,77.93424827,5.134753897,703.4687009,684.05,572.5912991,681.72,410.96625,638.03
TEXRAIL,78.05410081,0.907495239,91.05111578,86.25,75.62388422,82.15,68.20225,83.3375
INFINITE,78.06749973,0.129221709,180.8668833,179.8,154.1231167,170.48,139.1905,167.495
IPCALAB,78.11518122,9.626261204,808.0889097,796.55,695.2110903,790.27,786.46825,751.65
IPCALAB,78.11518122,9.626261204,808.0889097,796.55,695.2110903,790.27,786.46825,751.65
NILKAMAL,78.12498467,5.128884144,361.1197768,354.8,289.2752232,345.92,233.06225,325.1975
AMTEKINDIA,78.15798508,1.666748678,118.7720279,113.9,84.03297208,112.41,80.354,101.4025
HINDCOPPER,78.26227207,0.759540917,92.14720148,91.45,85.44779852,89.57,81.048,88.7975
PVP,78.26843755,0.279988684,8.938310864,9.3,5.276689136,8.2,6.74125,7.1075
PNBGILTS,78.33492657,-0.003320515,23.16182098,22.05,21.02317902,21.96,18.872,22.0925
INOXLEISUR,78.37471226,1.158250927,179.2198012,176,148.0001988,173.48,126.17275,163.61
HIL,78.40185943,3.011775272,632.5401592,624.35,531.3598408,615.98,361.1215,581.95
TANTIACONS,78.65705511,0.459422739,27.05226646,22.3,17.50273354,21.47,22.573,22.2775
SPIC,78.72462964,0.350883709,24.32889057,24.05,19.42110943,23.69,15.79275,21.875
ICSA,78.80062336,0.053009285,5.17566325,4.65,4.08933675,4.43,4.63975,4.6325
INGERRAND,78.86057161,4.342745444,715.8165204,681.55,566.2634796,675.81,488.7525,641.04
UCALFUEL,78.96018732,1.028945696,93.1281554,89.9,65.9018446,87.18,57.75875,79.515
BAJFINANCE,78.98957847,13.86951282,2626.255208,2568.35,2181.914792,2527.64,1838.293,2404.085
TATASPONGE,79.04273854,4.765508154,930.5163805,928.85,810.1786195,908.57,541.3735,870.3475
BPL,79.08833921,0.385424805,20.83298076,20.45,14.27701924,18.97,15.74275,17.555
LOTUSEYE,79.18428548,0.064310595,9.706070449,9.2,8.198929551,8.93,7.6745,8.9525
ORIENTBELL,79.23247322,0.528183138,87.3768527,84,71.2781473,82.05,60.566,79.3275
NHPC,79.32934011,0.194361914,22.63929529,22.45,20.65570471,21.76,20.83,21.6475
TVSMOTOR,79.34843097,3.288254158,230.2249751,225.4,157.3350249,221.42,112.09175,193.78
KANORICHEM,79.47267475,0.717031164,49.43809207,50.95,38.81190793,47.04,34.035,44.125
VINATIORGA,79.48237334,2.199196151,453.0087478,449.05,367.3312522,434.4,277.578,410.17
CYBERTECH,79.48433213,0.583663268,53.24030576,49.35,32.23969424,47.79,28.83125,42.74
HIMATSEIDE,79.57149379,1.284489047,103.712562,102.3,75.35743804,100.35,63.9555,89.535
ABCIL,79.5846361,4.012595139,319.0784298,292.7,177.3315702,285.43,154.65725,248.205
DOLPHINOFF,79.71363464,3.290855211,121.5130742,124.5,86.40192584,116.74,92.637,103.9575
ONMOBILE,79.71495193,-0.001459817,35.10795506,31.75,29.04704494,30.64,32.20225,32.0775
RANEHOLDIN,79.74924774,8.870342709,532.0991977,516.2,360.0058023,508.55,258.41825,446.0525
ZYDUSWELL,79.77162574,3.486578502,637.1224694,648,584.7225306,627.65,544.47975,610.9225
DBCORP,79.77423592,1.858744514,339.1580825,337.9,307.5319175,332.75,301.4235,323.345
DBCORP,79.77423592,1.858744514,339.1580825,337.9,307.5319175,332.75,301.4235,323.345
TECHNO,79.78346432,0.977975564,270.7115019,263.05,246.7834981,258.31,180.90725,258.7475
HIRECT,79.8107465,0.820602101,52.87183592,52.65,41.89816408,51.03,42.69375,47.385
SRF,79.87016684,1.788169135,734.1673469,733.4,620.3226531,712.76,385.24625,677.245
AHMEDFORGE,79.90252447,7.676231231,440.0311694,412.55,231.6238306,393.97,196.30275,335.8275
DAAWAT,79.91445102,1.145333059,130.5530739,131.7,114.7169261,126.93,101.94425,122.635
MARICO,79.93800399,1.217110132,288.8640621,285.7,256.6509379,284.72,228.9005,272.7575
MONSANTO,80.00720163,69.86811684,3014.776462,2844.8,1582.118538,2795.13,1543.27025,2298.4475
BINDALAGRO,80.06675687,0.54618411,35.69519085,35,28.32480915,33.9,28.51325,32.01
AJMERA,80.26775143,0.492948262,73.73808753,70,61.87691247,68.61,62.8605,67.8075
HFCL,80.28924702,0.646269998,18.52967672,18.6,11.00532328,17.64,11.29725,14.7675
BOMDYEING,80.31235519,0.702260296,73.54351397,73.25,64.80148603,71.26,66.33375,69.1725
FIEMIND,80.32051304,0.18364113,648.7551969,645.7,611.0948031,641.09,445.37775,629.925
SUMEETINDS,80.34137678,0.082116214,16.57137636,16.65,14.94362364,15.67,19.20375,15.7575
VIJSHAN,80.48889184,0.241419005,14.64639012,14.6,12.32860988,14.15,13.9595,13.4875
PAPERPROD,80.53050837,1.361672902,184.8075623,183.55,149.7924377,177.81,107.8015,167.3
JUBILANT,80.55724327,1.281806311,181.0556632,175.7,158.8193368,170.05,158.96725,169.9375
BRITANNIA,80.69633882,-3.441613436,1332.082222,1306.05,1161.647778,1273.48,946.341,1246.865
KAVVERITEL,80.7873278,0.221282721,17.05553021,15.6,13.07446979,15.3,19.8795,15.065
RCF,80.87035673,0.20745232,61.60915626,56.9,49.74084374,55.87,42.88425,55.675
GAMMONIND,80.95543309,0.815939179,38.57879744,38.65,27.03120256,36.65,21.14275,32.805
KECL,80.98534615,0.725258266,32.35035264,31.45,24.02464736,30.29,25.74975,28.1875
RANASUG,80.98717447,0.037252875,4.017590749,3.8,3.332409251,3.61,3.12925,3.675
TVTODAY,81.00983463,3.429221668,247.5280389,236.1,131.1469611,222.03,128.85,189.3375
MUKTAARTS,81.01224557,0.435527018,31.62887105,31.6,26.63612895,30.41,32.02225,29.1325
HINDUNILVR,81.09172495,-0.451932829,757.3982386,749.1,697.5817614,743.53,603.60075,727.49
DALMIABHA,81.21316484,-0.530170202,476.7727895,469.45,447.7722105,457.05,294.7585,462.2725
TRIL,81.36907657,1.476612984,210.4722269,208.45,179.1377731,202.35,131.00025,194.805
VSTTILLERS,81.37654116,38.67437764,1783.945042,1752.25,1334.459958,1719.69,1123.9225,1559.2025
GTOFFSHORE,81.42085257,0.938555454,110.6566374,108.15,96.61836263,105.68,85.58825,103.6375
PIIND,81.48569544,-0.730108088,488.2622623,467.25,396.9577377,459,294.8855,442.61
JAIBALAJI,81.48738039,-0.318247738,29.51870144,20.35,16.18129856,19.11,17.747,22.85
BROOKS,81.51510319,0.295870437,45.50210028,45.5,34.90289972,41.24,24.76675,40.2025
TATAMETALI,81.59975653,0.433128327,114.8586984,114.2,98.62130163,110.2,67.26625,106.74
DEEPIND,81.67533492,0.629392068,80.52413844,81.95,68.07086156,75.92,54.747,74.2975
VIMTALABS,81.69376029,1.299023813,108.5773302,109.75,89.69766977,102.7,78.17,99.1375
PUNJLLOYD,81.707264,0.919275097,43.00102207,43.8,34.56897793,40.77,34.8755,38.785
CESC,81.81844922,5.405769181,771.4258907,762.15,662.9491093,759.14,537.38325,717.1875
ARCHIES,81.93806181,0.404322231,21.68694374,21.65,17.10805626,20.76,18.81225,19.3975
PIRPHYTO,81.95864431,0.001368957,35.28790108,34.45,33.23709892,33.97,28.88075,34.2625
AJANTPHARM,81.98433928,1.366491675,1698.953564,1661.3,1497.831436,1632.18,1168.998,1598.3925
SUBEX,82.00665511,0.189737858,10.53786793,10.85,7.587132071,9.11,9.38775,9.0625
AIL,82.10757629,3.177275473,530.7716886,524.4,483.9333114,516.79,428.694,507.3525
DIGJAM,82.17661945,0.057569419,7.599008648,7.3,6.215991352,6.92,6.3305,6.9075
GILLETTE,82.20662167,2.233590466,2769.389311,2715.95,2373.435689,2664.34,2076.80975,2571.4125
DEN,82.21612928,2.290643339,180.6634263,174.5,152.6965737,168.26,176.02825,166.68
EMCO,82.26800451,0.412101433,40.40683277,40.7,35.39316723,38.1,31.78625,37.9
GEOJITBNPP,82.35454352,0.238827422,39.00921035,38.55,35.47078965,37.48,27.4435,37.24
VIDEOIND,82.39521794,1.257140865,175.0174301,178.2,162.2975699,171.88,171.10325,168.6575
POLYMED,82.52533268,26.00879528,777.8563364,749.3,345.7736636,723.61,430.71875,561.815
PURVA,82.53999192,0.845622001,99.58259877,93.95,83.36740123,92.59,81.31675,91.475
KEMROCK,82.55848605,2.262984339,71.09440337,63.9,20.89059663,62.86,25.249,45.9925
ASIANTILES,82.75303633,1.590505186,121.2096139,116.75,65.37038607,107.93,45.6135,93.29
HARRMALAYA,82.76531559,0.985413585,68.4833468,66.95,51.5966532,64.98,53.055,60.04
GOENKA,82.77898335,0.044649843,4.046903435,3.6,2.493096565,3.5,4.43525,3.27
NATCOPHARM,82.78122797,28.74260811,1546.584986,1493.9,952.0550138,1460.54,884.59925,1249.32
ALLCARGO,82.78347714,0.767032468,251.083124,251.85,234.381876,246.94,171.4465,242.7325
SREINFRA,82.79237335,0.423243374,48.70203898,47.65,41.58796102,46.38,33.7735,45.145
ATULAUTO,82.81473646,7.725366883,809.4574201,794,603.6225799,779.63,411.63725,706.54
SANOFI,82.82220214,9.972078315,3148.94515,3101.45,2954.85485,3070.7,2911.83825,3051.9
DIAPOWER,82.83343578,0.94882568,127.4466129,131.95,107.1833871,120.99,78.29475,117.315
ASSAMCO,82.86850191,0.127938719,5.413269688,5.35,4.051730312,5.02,5.344,4.7325
GEMINI,82.91025951,0.021267523,2.059630829,1.95,1.615369171,1.78,2.09425,1.8375
PDPL,82.92455656,0.23115746,31.81886116,31.25,27.73113884,29.88,32.15225,29.775
