Symbol	Close	High	Low	Avg3RSI2	Sma200	Sma5	Lbbrange	Lbbslope	Lbbnegslopedur	RSI1	RSI2	RSI3	Lowrsidays	LastUpdated	CD1	CD2	CD3	CD4	CD5	Avggain	Avgloss	Avgvolume	Last4
KALINDEE	123.65	128.15	123.2	31.67589049	19.27719369	-3.062131664	11.83057687	0.3093820852	1	11.26894123	28.6859114	55.07281883	11	1/14/2015	1.981767737	1.213782302	-0.393081761	1.471727343	-4.070939137	0.2320006341	1.826760959	144069.2105	123.65/126.15/127.7/127.2/129.1
ILFSENGG	59.3	59.6	58.15	31.79912167	1.603288364	-1.314409632	29.45282691	-1.274116284	0	25.21742355	32.39984184	37.78009962	6	1/14/2015	0.252312868	0.2516778523	0.5838198499	1.721311475	-4.541559554	0.08531672432	0.2530077843	50874.63158	59.3/59.45/59.6/59.95/61.0
SARDAEN	187.45	192.9	185.95	31.98047257	-15.7448653	-9.473731102	32.81712365	0.2962399188	2	40.21882444	13.59159144	42.13100184	13	1/14/2015	-0.644295302	1.922064244	-0.3169572108	1.380567856	-1.722310546	0.7830880394	1.163980405	32334.63158	187.45/186.25/189.9/189.3/191.95
RCF	63.95	67.5	63.7	32.01005623	13.82447224	-10.33879565	7.842259968	2.19177131	1	10.34809571	61.70726426	23.97480871	4	1/14/2015	3.398791541	-0.6844106464	-0.07610350076	1.203007519	0.9679821296	0.1398721555	1.21179833	1173623.421	63.95/66.2/65.75/65.7/66.5
VICEROY	17.45	18.2	16.5	32.45247306	-12.22063037	-1.317074759	17.90056337	-1.07955845	0	17.61125462	33.05035086	46.6958137	6	1/14/2015	0.8522727273	0.5649717514	-0.283286119	1.396648045	-3.768115942	0.02827520482	0.1322767003	57655.42105	17.45/17.6/17.7/17.65/17.9
THEBYKE	153.5	155.15	152.85	32.62273239	-74.77100977	-1.840116623	16.33871311	-0.2052780272	0	14.30654376	22.61293504	60.94871838	5	1/14/2015	0.5829015544	1.247201791	0.3505417463	-0.6737247353	-1.762977473	0.1752636255	1.049795539	154495.7368	153.5/154.4/156.35/156.9/155.85
DLINKINDIA	160.45	164.85	160	32.64553805	45.99641633	-9.335417529	13.96192368	-0.013984366	0	12.95868825	31.61678052	53.36114539	5	1/12/2015	1.62477008	0.9113001215	-0.765228038	-0.8333333333	3.600119012	0.2909560072	1.954302167	140481.35	160.45/163.1/164.6/163.35/162.0
UNITY	22	22.8	21.75	32.68725631	-28.92272727	-6.131567473	26.36515021	0.7903064492	2	27.1601069	51.51261039	19.38905164	7	1/14/2015	2.004454343	-1.814058957	2.433628319	2.586206897	-4.035874439	0.1292658889	0.3466743914	108308.0526	22.0/22.45/22.05/22.6/23.2
LICHSGFIN	454.05	465.9	449.3	32.74789149	26.68731417	-2.967285581	19.01326659	0.5469384229	1	21.481048	46.20565658	30.5569699	4	1/14/2015	1.795176814	-0.7079067741	2.979712595	-0.8632633486	-2.602515036	1.665978081	6.089593626	3166632.737	454.05/462.35/459.1/473.2/469.15
SELMCL	4.25	4.5	3.8	32.90182932	-0.2411764706	0	94.33944513	6.116063901	1	95.79972687	1.452880535	1.452880535	11	1/14/2015	-11.84210526	0	1.298701299	0	1.282051282	0.2251455334	0.009871351035	195094.2632	4.25/3.8/3.8/3.85/3.85
ABAN	468.5	486.9	464	32.90298766	-33.71286019	-3.647022765	12.55946983	-0.1338673164	0	11.25165115	30.09400426	57.36330756	6	1/14/2015	3.202479339	1.785714286	0.7851822025	-2.97501814	-3.099283959	1.392716758	10.98517106	2337203.474	468.5/484.0/492.8/496.7/482.35
SKUMARSYNF	3.25	3.5	3.2	32.92741995	-44.36923077	-3.692307692	10.4371716	2.661301196	1	15.48803497	60.05144683	23.24277805	9	1/14/2015	4.411764706	-1.492537313	1.470588235	1.449275362	-2.985074627	0.01565318166	0.08541310398	572196	3.25/3.4/3.35/3.4/3.45
UNITEDBNK	41.95	42.8	41.75	32.96241637	-1.577473182	-3.100842988	19.24133667	-0.09937226527	0	18.86583793	47.22728729	32.79412388	6	1/14/2015	1.64126612	-0.4711425206	0.8177570093	1.834862385	-4.057279236	0.1099534152	0.4728641391	440758.7895	41.95/42.65/42.45/42.8/43.6
SABERORGAN	176.85	181	175.15	32.99094278	10.43454905	-2.239185751	7.521877983	2.338202182	1	11.61951969	65.35461145	21.9986972	5	1/14/2015	2.856358143	-0.6913716814	0.4131093363	0.6838074398	-0.4671613081	0.3674343603	2.794782065	5270.578947	176.85/182.05/180.8/181.55/182.8
GAYAPROJ	157	157.9	151.2	32.99257682	13.56019108	-9.719797748	42.44944167	-0.3683728444	0	54.61439541	10.63736101	33.72597403	6	1/14/2015	-1.486748546	2.057613169	0.5039370079	0.3765296517	-2.278562259	1.276247831	1.060586297	44632.42105	157.0/154.7/157.95/158.75/159.35
FEDDERLOYD	72.45	72.9	71.05	33.45228228	6.190131125	-4.008606341	25.42259857	-0.2005585353	0	26.3357453	17.48741813	56.5336834	4	1/14/2015	-0.276816609	3.085177733	-0.1343183345	1.25994695	-4.359861592	0.2455865723	0.686935251	118368.4737	72.45/72.25/74.55/74.45/75.4
RSWM	195.35	197.7	194.1	33.58218646	3.137573586	-0.5732199188	25.09511766	-0.3843156466	0	24.80635945	27.12657733	48.8136226	3	1/14/2015	0.05116398056	0.483706721	-0.2040816327	0.5328596803	-1.337104654	0.1450104391	0.4395591726	23636.26316	195.35/195.45/196.4/196.0/197.05
TV18BRDCST	29.2	30.3	28.6	33.59553861	-1.292808219	-11.37742512	34.06361854	-0.09579902101	0	29.97159894	43.89460901	26.92040789	4	1/14/2015	0.3412969283	-0.3424657534	0.3412969283	1.677852349	-2.229845626	0.04724522968	0.110388101	3379391.684	29.2/29.3/29.2/29.3/29.8
NEYVELILIG	77.3	78.85	76.9	33.68977542	-10.03331177	-3.139838961	27.75630627	0.6525919905	2	28.78553723	8.823024179	63.46076486	5	1/14/2015	-0.4548408057	2.718078382	-0.3807106599	-0.1907183725	0.5060088552	0.2300818486	0.5692148497	87704.7	77.3/76.95/79.1/78.8/78.65
RAJESHEXPO	139.9	144	139.15	33.93713997	-2.223552538	-0.6075768406	32.41337487	0.3338763456	2	31.54644709	56.98047759	13.28449522	3	1/14/2015	0.8504606662	-1.074498567	0.640569395	1.507185419	-0.7771105616	0.4240456395	0.9201489644	107137.2105	139.9/141.1/139.6/140.5/142.65
MPHASIS	379.6	384.5	378	34.30419514	-9.304004215	-0.4083245522	34.06543448	0.05057978632	1	35.23544994	65.1680883	2.509047191	7	1/14/2015	0.991131977	-1.522573812	1.255066022	0.0522670848	0.8036292936	1.457549809	2.679050722	68687.89474	379.6/383.4/377.65/382.45/382.65
TORNTPHARM	1125.6	1152.9	1120.25	34.48624537	29.27738539	-2.808878256	23.59590056	0.06206847755	1	23.99250577	46.65423258	32.81199776	6	1/14/2015	1.946948909	-0.856615709	3.896652172	-3.211328976	-1.859660024	5.519772649	17.48646397	86931.47368	1125.6/1147.95/1138.2/1184.35/1147.5
PRAJIND	58.95	59.85	58.55	34.53954444	-7.784563189	-3.791735438	19.75375784	1.276583882	1	13.55707139	16.55795893	73.50360301	5	1/14/2015	0.4222972973	2.871205906	-0.7438016529	0.3294892916	-0.6633499171	0.09350460002	0.5962063069	601944.4737	58.95/59.2/60.95/60.5/60.7
CYBERTECH	44.05	46.25	43.8	34.582341	12.78547106	-4.560771951	16.60002358	-0.1007190237	0	15.62187456	28.69946435	59.42568407	8	1/14/2015	1.893095768	2.285092492	-0.6571741512	2.665245203	-6.590909091	0.1457028869	0.7869821525	27222.63158	44.05/44.9/45.95/45.65/46.9
CUMMINSIND	879.1	894.75	875.2	34.71312659	20.75446479	-8.880141545	48.3383155	-0.4416874366	0	50.82908577	46.71480043	6.59549356	4	1/14/2015	-0.08538737405	-0.8843967151	0.7183989965	1.819301388	0.7610688295	2.468628591	2.388095769	150174.2632	879.1/878.35/870.65/876.95/893.2
PARASPETRO	0.25	0.3	0.25	34.72949892	-53.1	-20	31.74258142	4.439950342	2	18.64774662	18.64774662	66.89300353	7	1/14/2015	0	16.66666667	0	-20	16.66666667	0.003231933719	0.01409956367	19370.42105	0.25/0.25/0.3/0.3/0.25
TATASPONGE	655.3	665.9	647	34.74505612	-6.470967496	-1.244606487	9.304171249	-0.6948739181	0	13.19446409	30.09142157	60.94928271	3	1/14/2015	0.9746883264	0.7647896828	-0.2706563416	0.1801125704	-2.350410938	0.7578018625	4.985530017	701601.3684	655.3/661.75/666.85/665.05/666.25
ORCHIDCHEM	62.7	64.05	62.25	34.79028034	-9.279904306	-2.004856327	13.47859858	-0.07507338651	0	11.74282977	23.85338241	68.77462885	4	1/14/2015	1.182033097	1.47515528	-0.1555209953	-0.9419152276	-1.675977654	0.08673413303	0.6518794273	439257.8421	62.7/63.45/64.4/64.3/63.7
HIMATSEIDE	89.75	92	89.4	34.79527977	11.02033426	-1.17939642	11.60096472	0.2620766174	1	14.24944803	32.68157961	57.45481166	4	1/14/2015	0.8287292818	0.5494505495	-0.3861003861	0.6575342466	-1.388888889	0.0947451062	0.5701585867	143018.5789	89.75/90.5/91.0/90.65/91.25
FINANTECH	203.55	207.8	201	35.14245261	-25.17379022	-1.074001463	18.73896722	0.4997957036	1	18.29276351	33.4551469	53.67944742	5	1/14/2015	0.537503054	0.4862630683	-0.5131964809	0.9920154851	-0.6575742815	0.221992078	0.9915592693	423976	203.55/204.65/205.65/204.6/206.65
MEGH	23.75	24.65	23.7	35.23090478	30.11263158	-3.106025934	13.07255271	-1.258696697	0	15.64858664	28.87014156	61.17398616	4	1/14/2015	1.6563147	2.028397566	-0.81799591	1.212121212	-5.543710021	0.06833945239	0.3683738046	966669.2632	23.75/24.15/24.65/24.45/24.75
MRPL	46.95	48.9	46.55	35.29293458	-27.06123536	-3.926560701	19.47271116	-1.226953392	0	16.19127958	31.25376614	58.43375802	6	1/14/2015	2.492211838	2.431610942	1.888667992	-4.900938478	-3.563714903	0.2015756681	1.043388741	248594.6316	46.95/48.15/49.35/50.3/47.95
GRAVITA	60.1	61.8	59.7	35.41949574	-7.150166389	-3.288624483	24.85612074	-5.12452034	0	23.91858525	33.30075314	49.03914883	8	1/14/2015	0.9068425392	1.462225833	0.6456820016	3.504672897	-12.92875989	0.2334635244	0.7426122843	131338.7	60.1/60.65/61.55/61.95/64.2
SANGAMIND	74.2	78.2	73.05	35.45564394	12.18766846	-3.288409704	11.90660738	0.3232959519	1	17.39568189	56.44158955	32.52966037	6	1/14/2015	3.69889682	-1.181877873	1.48771022	1.52866242	-5.439892545	0.3583274135	1.701536729	9041.421053	74.2/77.05/76.15/77.3/78.5
RUCHISOYA	36	37.5	35.85	35.52831842	-8.83125	-3.222222222	8.326192317	2.254184002	1	11.29807273	60.17560763	35.11127489	6	1/14/2015	3.743315508	-0.6729475101	0.6684491979	1.188903567	-2.713704206	0.09736740508	0.7644380322	253123.4737	36.0/37.4/37.15/37.4/37.85
KTKBANK	139	141.85	138	35.53150898	6.049100719	-1.896068404	11.81239227	0.206180792	1	13.97939203	35.76149948	56.85363543	4	1/14/2015	1.488306166	0.7037297678	-0.5305978069	1.257422284	-2.763819095	0.2409868847	1.482885543	1898757.211	139.0/141.1/142.1/141.35/143.15
VIJAYABANK	48.95	50.25	48.8	35.60453972	2.816138917	-2.02198308	5.691928128	2.343355388	1	4.563494598	36.69981203	65.55031254	5	1/14/2015	2.392821535	0.2982107356	-0.3992015968	0.09970089731	-0.0998003992	0.03126918216	0.6539333855	686651.9474	48.95/50.15/50.3/50.1/50.15
SUMEETINDS	13.75	14.3	13.7	35.67453518	-15.00545455	-3.256479691	19.44320731	1.72001435	1	12.8747111	27.8226953	66.32619915	5	1/13/2015	2.482269504	2.422145329	-0.6968641115	-3.237410072	1.766784452	0.04193649316	0.283791151	68881.75	13.75/14.1/14.45/14.35/13.9
EIHOTEL	115.45	116.95	113.55	35.83562748	16.43243828	-1.320972983	47.41992156	0.04266103297	2	52.47694622	24.52448013	30.50545609	6	1/14/2015	-0.5224205485	0.3470715835	1.537804357	-1.694178975	0.5185825411	0.4250850122	0.3849564304	137363.8421	115.45/114.85/115.25/117.05/115.1
IOC	335.7	341.45	335.05	35.86882536	-0.3147899911	-1.313672922	12.09638927	-0.1888993281	0	14.66925677	51.94378012	40.9934392	3	1/14/2015	1.308246362	-0.1914580265	0.6438396254	0.5240174672	-2.52201164	0.4548409717	2.645799905	894434.1	335.7/340.15/339.5/341.7/343.5
REPCOHOME	679.35	699	677	35.89165086	31.48145286	-1.457770141	18.88101259	-0.4106794168	0	23.4945277	48.49198867	35.68843622	4	1/14/2015	1.185454545	-0.4456132661	1.976369495	-0.6196411845	-2.632551949	1.857241708	6.047755284	187465.9474	679.35/687.5/684.45/698.25/693.95
SELAN	320.7	329.95	317.1	35.98402979	-61.2587309	-2.376129237	26.07061592	1.172001141	1	15.47789011	33.21205818	59.26214108	11	1/13/2015	2.418986764	1.822255414	-0.8738888052	-3.816674488	4.439461883	1.152215895	6.292053876	61335.65	320.7/328.65/334.75/331.85/319.65
ICICIBANK	336.9	341.8	333	36.05949536	-287.1009944	-2.34650025	16.33666391	0.3395648935	2	18.23913623	30.68846549	59.25088437	9	1/14/2015	1.173364623	1.63035637	-1.37487202	1.611742697	-2.719881744	0.8992148749	4.030924709	10348635.53	336.9/340.9/346.55/341.85/347.45
MHRIL	261.2	264.85	260.5	36.21602532	-5.633326953	-1.319618649	25.66686416	-1.413829556	0	24.57757143	32.47959482	51.59090969	7	1/14/2015	0.4383457214	1	1.229966455	-2.092846271	-2.296613468	0.5808702091	1.782545602	66881.68421	261.2/262.35/265.0/268.3/262.8
HINDOILEXP	33.75	34.8	33.5	36.2842585	-55.22814815	-4.718248175	20.03696859	-0.7619835289	0	15.02438819	22.39216798	71.43621934	5	1/14/2015	1.459854015	3.927068724	0.5578800558	-3.463203463	-3.587443946	0.1141553608	0.6456450344	858750.7895	33.75/34.25/35.65/35.85/34.65
INDRAMEDCO	68	71.25	67.5	36.28508924	30.61102941	-4.561302272	24.48470324	0.06843906085	2	22.17122503	19.54391624	67.14012646	2	1/14/2015	-0.07358351729	2.997858672	-0.5743000718	-0.5776173285	3.146853147	0.16973737	0.5958376931	747164.55	68.0/67.95/70.05/69.65/69.25
HDIL	66	67.5	65.35	36.39627134	-25.67310606	-4.143572734	14.43276056	1.152628049	1	15.19196785	26.18977561	67.80707056	7	1/14/2015	1.712583768	2.821997106	-1.542983101	1.376811594	-3.139013453	0.2080211683	1.161262721	10549028.79	66.0/67.15/69.1/68.05/69.0
PRAKASH	55.55	55.85	54.75	36.44265745	-35.84338434	-0.7606412815	47.78051619	0.03060466957	2	54.24215525	11.68588076	43.39993634	5	1/14/2015	-0.634057971	0.9865470852	-0.2697841727	0.269058296	-0.08976660682	0.1969887964	0.1661767074	375505.9474	55.55/55.2/55.75/55.6/55.75
KSCL	769.45	784.95	765.55	36.61319934	0.4308272142	-3.217632946	15.38085825	0.8699491867	1	14.02148563	27.98560913	67.83250327	6	1/14/2015	1.636305529	1.893773123	0.6417445483	-2.118724948	-1.073954984	1.798436419	11.02785364	98381.05263	769.45/782.25/797.35/802.5/785.85
PRESTIGE	220.8	223.3	219.5	36.85107151	-0.6316802536	-0.5661231884	16.56845655	0.2168648743	1	24.82164905	62.63801526	23.09355021	4	1/14/2015	0.8976660682	-0.609618424	0.3151024083	0.4034969738	-0.7452574526	0.411139141	1.245234052	226725.4211	220.8/222.8/221.45/222.15/223.05
KOHINOOR	41.95	42.4	41.5	36.89631227	-11.3772348	-0.2383790226	34.1886117	-0.5431102224	0	36.72007636	45.0893018	28.87955863	6	1/14/2015	0.119047619	-0.2386634845	0.4750593824	0.4728132388	-1.56062425	0.04945746227	0.08523033571	44529.47368	41.95/42.0/41.9/42.1/42.3
TATAPOWER	78.85	79.5	78.2	36.94847539	-15.42010146	-1.456902198	18.99379384	-0.6913823405	0	19.78086622	24.91804131	66.14651864	2	1/14/2015	0.3160556258	1.494396015	-0.626566416	0.25	-2.236421725	0.1199346998	0.4863820229	2849575.105	78.85/79.1/80.3/79.8/80.0
NITCO	22.85	23.4	22.6	37.01842172	9.565645514	-0.4814004376	25	0.1153667398	1	28.59675964	28.59675964	53.86174588	4	1/14/2015	0	0.4357298475	0	-0.2183406114	0	0.01524116604	0.03805566279	27507.73684	22.85/22.85/22.95/22.95/22.9
TANLA	21.15	23.15	20.65	37.03524148	43.13593381	-11.50230647	20.2657312	-4.243721842	0	19.16931206	25.14552385	66.79088852	7	1/14/2015	1.856148492	6.911447084	0.643776824	3.719008264	-19.8019802	0.1613136918	0.680206814	816558.5263	21.15/21.55/23.15/23.3/24.2
IVC	18.25	18.65	18.15	37.1283023	-10.56986301	-2.407665244	21.40686153	0.7575979506	2	13.50849115	16.21503777	81.66137796	7	1/14/2015	0.2732240437	2.139037433	-0.5376344086	-0.5405405405	0	0.02023248855	0.1295435917	168983.2105	18.25/18.3/18.7/18.6/18.5
KARURVYSYA	570.3	573.45	561.65	37.15732392	15.64509907	0	62.88327091	-0.151481539	0	76.36031385	25.22974703	9.881910874	6	1/14/2015	-1.125986346	-0.1776356692	0.7317933345	1.331013484	-0.03480985119	3.545354584	1.097573667	119564.5789	570.3/563.95/562.95/567.1/574.75
TRIDENT	24.6	25	24.5	37.16746936	3.716463415	-1.62233564	25.24353311	0.3818009123	2	21.29653382	38.77209008	51.43378419	5	1/14/2015	1.006036217	0.6	-1.214574899	2.755905512	-2.626262626	0.05906186299	0.2182690092	196603.3684	24.6/24.85/25.0/24.7/25.4
3IINFOTECH	8.65	8.9	8.55	37.25999539	0.1647398844	-4.603137903	18.70156814	0.8889457122	2	18.53545791	25.20375908	68.04076917	7	1/14/2015	1.142857143	3.846153846	-2.247191011	1.657458564	-3.428571429	0.03502865295	0.1539532062	3145264.526	8.65/8.75/9.1/8.9/9.05
IMPEXFERRO	2.85	2.95	2.85	37.31461064	-58.31578947	-9.719298246	17.27697355	-1.635040643	0	17.88405256	33.69072001	60.36905935	8	1/14/2015	5	4.761904762	4.545454545	-8.196721311	-8.928571429	0.0285888823	0.1312679634	113293.4211	2.85/3.0/3.15/3.3/3.05
RAMKY	46.7	48.25	46.5	37.31604797	-29.79014989	-1.691648822	13.97160946	0.2899167943	1	14.83484426	47.04674843	50.06655122	5	1/14/2015	1.890756303	0.1049317943	-0.7399577167	1.867219917	-2.88153682	0.09750092136	0.5597417141	34908.7	46.7/47.6/47.65/47.3/48.2
HARRMALAYA	53.5	54.05	53	37.38458002	-10.30373832	-2.638893281	42.22677926	-0.3589151229	0	55.29729739	28.42822134	28.42822134	7	1/14/2015	-0.4694835681	0	0.8379888268	2.00729927	-3.201506591	0.1841208608	0.1488445272	29461.42105	53.5/53.25/53.25/53.7/54.8
ZEELEARN	30.15	31.4	29.7	37.44819032	-5.3026534	-1.753534564	8.076205292	1.11128339	2	7.900195717	25.15880363	79.28557162	6	1/14/2015	1.309328969	0.8116883117	-0.325732899	0	-0.6557377049	0.02303308282	0.2685177045	233474	30.15/30.55/30.8/30.7/30.7
CHENNPETRO	71.15	73.5	70.8	37.4517255	-22.05797611	-2.596476604	20.58188322	-1.367398425	0	17.01791757	32.70236472	62.63489422	8	1/14/2015	1.862068966	1.894451962	1.137123746	-3.819444444	-2.78372591	0.2395080591	1.167879525	252767.7368	71.15/72.5/73.9/74.75/72.0
APOLLOTYRE	219.1	225.75	217.75	37.54835095	10.95527157	-2.167309858	9.193425346	-0.1404646052	0	12.68116374	38.0675195	61.8963696	4	1/14/2015	2.034428795	0.7763975155	-0.5800981705	1.125082727	-3.587751371	0.4326081811	2.978815171	2506532.421	219.1/223.65/225.4/224.1/226.65
WELCORP	67.2	68	66.55	37.57373919	-16.72061012	-2.305773146	25.97757969	-0.5694885195	0	26.32924748	27.30590319	59.08606691	4	1/14/2015	0.07434944238	2.11062591	-1.17820324	1.878612717	-3.748125937	0.184032069	0.5149323399	166105.5789	67.2/67.25/68.7/67.9/69.2
OPTOCIRCUI	24.3	25.1	24.15	37.59470886	-17.18930041	-4.460471289	14.35295545	1.844349667	2	6.705807175	12.51467418	93.56364523	9	1/14/2015	1.419878296	2.761341223	-0.1976284585	-0.3968253968	-1.204819277	0.02528233745	0.3517392022	3495927.368	24.3/24.65/25.35/25.3/25.2
JISLJALEQS	65.45	66.6	64.65	37.6246048	-36.71466769	-2.907777589	34.97025958	0.2631528159	2	43.66802202	18.03759226	51.16820011	4	1/14/2015	-1.00308642	2.775693923	-0.9848484848	1.858736059	-2.126044039	0.4538430625	0.5854599367	3299446.2	65.45/64.8/66.65/66.0/67.25
PLETHICO	39.35	40.8	38.95	37.91890222	-14.22299873	-1.905972046	18.0778801	-2.620778812	0	16.98829674	48.38420496	48.38420496	5	1/14/2015	1.747815231	0	0	2.317073171	-7.049608355	0.09163226909	0.4477524055	103119.2632	39.35/40.05/40.05/40.05/41.0
GREAVESCOT	146.65	149.9	145.2	37.95793586	20.58762359	-4.121363418	29.5925531	-0.9746800394	0	31.40890661	21.68910785	60.77579312	3	1/14/2015	-0.4452054795	3.884134299	1.587301587	-3.72983871	-2.868994124	0.8224340407	1.796039919	215297.35	146.65/146.0/151.9/154.35/148.8
CAPF	363.25	371.7	360.85	38.07424617	26.97116311	-0.7923892387	37.86919182	-0.5268380256	0	24.93026329	30.60951653	58.68295869	3	1/13/2015	0.3429355281	1.419878296	0.4576659039	-3.381575285	0.1667129758	0.8397927445	2.528774746	217691.15	363.25/364.5/369.75/371.45/359.3
STRTECH	60.4	61.7	59.85	38.33289529	6.966887417	-9.281800654	34.03568826	-2.211719369	0	26.9573941	38.18181129	49.85948048	8	1/12/2015	0.6578947368	0.7346938776	-2.083333333	2.43902439	4.428904429	0.1834005484	0.496934308	644463.9	60.4/60.8/61.25/60.0/61.5
TI	30.8	31.25	30.4	38.40013104	-50.18912338	-5.357014496	33.57242965	0.4033916317	1	36.53429498	48.32915851	30.33693963	6	1/14/2015	0.8051529791	-1.305057096	3.006329114	3.951367781	-5.958132045	0.1871229507	0.3250614251	999118.6316	30.8/31.05/30.65/31.6/32.9
TNPL	129	130.45	128.7	38.53158811	-13.15116279	-2.328245654	29.80946013	0.482761341	2	31.38751598	24.54160504	59.66564332	7	1/14/2015	-0.1941747573	2.239939256	-1.542020046	1.742424242	-1.188194711	0.4324573453	0.9453431329	27601.26316	129.0/128.75/131.7/129.7/132.0
AXIS_ITT	130.35	135.9	128.65	38.53967207	44.81434599	-2.593018796	19.00673432	-0.5315213583	0	16.44611022	50.4918867	48.68101928	4	10/7/2014	3.265306122	-0.1114413076	1.930783242	-4.214123007	-1.659590892	0.5365920487	2.726137201	230814.4	130.35/134.75/134.6/137.25/131.7
RAJTV	117.75	120	116.3	38.58339962	-16.53375796	-2.294093465	10.12094101	0.7300095413	1	7.249044087	20.50674951	87.99440526	7	1/14/2015	1.299245599	1.077943615	0	0.08285004143	-1.727770754	0.0868982249	1.111856036	311279.7368	117.75/119.3/120.6/120.6/120.7
SPECIALITY	189.25	194	182.5	38.66048716	18.33632761	0	55.30302543	-0.3094209101	0	67.45803026	15.72808588	32.79534534	4	1/14/2015	-2.26965685	1.464323749	0.5296610169	1.922077922	-2.913659449	2.307776771	1.113278902	109390.9474	189.25/185.05/187.8/188.8/192.5
AIAENG	1052.2	1063.9	1016.5	38.729783	19.62744725	0	89.89096253	-0.02423880162	0	86.90367552	27.06840327	2.217270203	4	1/14/2015	-3.905594233	-0.4363997025	0.7969695479	1.30128672	2.170815124	20.94657821	3.156635015	109665.2632	1052.2/1012.65/1008.25/1016.35/1029.75
SGJHL	26.25	26.75	25.85	38.83764847	-18.41714286	-1.977794603	24.46000969	0.2616598559	1	23.28851111	56.75723958	36.46719472	5	1/14/2015	1.685393258	-0.7547169811	0.3759398496	2.919708029	-3.984819734	0.08885999698	0.292701523	25998.52632	26.25/26.7/26.5/26.6/27.4
JBFIND	244.05	249.7	241	38.8560325	39.85341119	-2.562355587	27.50671375	0.7673581667	1	30.5271784	59.03618814	27.00473097	4	1/14/2015	1.672038678	-1.596397871	1.233070548	2.387529597	-0.5954743946	1.311719399	2.985171005	475456.5789	244.05/248.2/244.3/247.35/253.4
TTML	10	10	9.8	38.85690555	0.6925	0	94.11287733	9.388488888	2	94.02192517	8.137384273	14.41140719	6	1/14/2015	-19.76047904	1.183431953	1.169590643	1.156069364	1.704545455	0.8296728853	0.05275202123	1878822.8	10.0/8.35/8.45/8.55/8.65
MARICO	334.25	337.75	318.75	38.86063638	19.38339566	0	93.5228221	1.365527374	5	92.53247009	11.58903191	12.46040715	4	1/13/2015	-4.862745098	0.06270575325	0.808583424	0.1397515528	1.724401038	7.832859858	0.6321252982	1759773.35	334.25/318.75/318.95/321.55/322.0
TEXINFRA	46.6	48.3	46.2	38.95157936	14.73175966	-2.565675165	10.16391815	1.71610696	1	10.46852414	28.49044012	77.89577382	3	1/14/2015	1.997896951	1.450777202	-0.7306889353	-0.6302521008	-0.1051524711	0.078609904	0.6723068725	258236.4211	46.6/47.55/48.25/47.9/47.6
IDEA	148.5	149.5	146.2	38.95740314	-1.08989899	0	52.0824297	0.04953653038	3	66.24207015	36.63062679	13.99951249	4	1/14/2015	-1.020408163	-0.6160164271	1.016260163	3.086014445	-1.702838063	1.063200065	0.5418223363	3274441.105	148.5/147.0/146.1/147.6/152.3
DIAPOWER	72.2	74.75	72	39.01414019	-39.93732687	-8.260463687	22.27100394	1.200159262	2	19.89416421	58.10313733	39.04511903	15	1/14/2015	2.891728312	-0.9504412763	-1.028806584	4.078947368	0.1314060447	0.3252133609	1.309504024	201442.1579	72.2/74.35/73.65/72.9/76.0
NAUKRI	844.95	868.8	840.15	39.156283	9.681578792	-1.029646725	23.83479355	-0.1384588374	0	21.93945363	51.96155405	43.56784132	5	1/14/2015	1.210101719	-0.2637594514	1.569260947	-2.163149829	-0.5809817406	1.965066356	6.991703439	101777.7368	844.95/855.3/853.05/866.65/848.3
LAKSHMIEFL	12.9	13.3	12.85	39.24767219	-41.70348837	-1.393559928	12.5	-0.7786606424	0	14.87318363	27.47677766	75.39305529	7	1/14/2015	0.7692307692	1.140684411	-0.3816793893	0	-2.34375	0.01621232637	0.09279141334	31520.26316	12.9/13.0/13.15/13.1/13.1
GTL	17	17.65	16.85	39.45480317	-23.46029412	-2.347437221	22.96364546	0.4009457811	2	24.81686278	31.72183733	61.8257094	8	1/14/2015	0.5847953216	2.005730659	-1.749271137	2	-2.339181287	0.05700502431	0.1726977581	159821.1579	17.0/17.1/17.45/17.15/17.5
KALPATPOWR	227.6	237.05	226.15	39.45700227	28.46627856	-5.22934824	13.09196707	0.6922230011	1	16.26784024	34.46716084	67.63600574	8	1/14/2015	3.107705407	2.652300041	-1.707060063	2.885796152	-6.541648495	1.124535314	5.7880929	785372.3158	227.6/234.9/241.3/237.25/244.3
BGRENERGY	152.2	155.8	150.3	39.83421315	-10.58327858	-1.432325887	10.36494659	-0.1985032482	0	16.00854785	41.0607221	62.43336952	5	1/14/2015	1.552393273	0.6745904272	-1.038623823	0.8687258687	-2.304147465	0.3148577178	1.651952269	226005.3684	152.2/154.6/155.65/154.05/155.4
MAHSEAMLES	222.1	228.85	221.2	39.84069285	-29.95711391	0	50.65880961	0.06873685213	1	54.21402169	46.72759764	18.58045923	12	1/14/2015	-0.7941910597	-3.47499413	8.250753985	-4.502476362	2.523590081	3.375573255	2.850810898	68669.57895	222.1/220.35/212.95/232.1/222.1
SUPPETRO	74.35	75.55	73.5	39.84846284	-0.7232683255	-1.952375748	32.83703206	-2.543663437	0	39.36516	31.83608161	48.34414689	6	1/14/2015	-0.2697235334	1.46179402	2.652005175	-3.066666667	-4.166666667	0.3563893766	0.5489527498	20787.10526	74.35/74.15/75.25/77.3/75.0
