Symbol	Close	High	Low	Avg3RSI2	Sma200	Sma5	Lbbrange	Lbbslope	Lbbnegslopedur	RSI1	RSI2	RSI3	Lowrsidays	LastUpdated	CD1	CD2	CD3	CD4	CD5	Avggain	Avgloss	Avgvolume	Last4
MOTHERSUMI	443.15	451.9	439.55	50.88669502	19.42553312	0	61.58748282	-0.03191782867	0	55.35861424	79.1561354	18.14533541	6	1/14/2015	0.6946778711	-2.468427095	0.5139920046	1.173947398	-0.4421768707	2.854103836	2.301559606	1507161.316	443.15/446.25/435.5/437.75/442.95
ARVIND	270.7	271.5	263.15	50.93798367	9.726634651	0	75.55828254	-0.4759524239	0	71.21432706	23.2660864	58.33353754	4	1/14/2015	-2.518462412	1.785382183	-0.7872539831	1.0754682	-2.101476713	3.789428322	1.531731729	1871564.474	270.7/264.05/268.85/266.75/269.65
GTOFFSHORE	70.8	71.9	69.2	50.95884492	-32.72245763	0	55.91215057	-2.451641254	0	58.43450426	48.79645274	45.64557776	7	1/14/2015	-0.283286119	-0.1418439716	1.673640167	-3.239740821	-1.982378855	0.3104417833	0.2208227277	176921.1	70.8/70.6/70.5/71.7/69.45
NUCLEUS	196.55	202	196	51.09923258	-7.939455609	-1.042991605	29.00057463	-1.31889534	0	28.39368067	42.59889348	82.30512359	5	1/14/2015	1.057135666	1.99802664	-2.893401015	0.5552751136	-2.483186756	0.8940495038	2.254712766	88058.05263	196.55/198.65/202.7/197.0/198.1
ZENITHBIR	1	1.05	0.95	51.23926194	-26	-2	38.81966011	0	0	33.24313855	33.24313855	87.23150872	11	1/14/2015	0	4.761904762	-5	0	0	0.006714059717	0.01348276889	16394.68421	1.0/1.0/1.05/1.0/1.0
GUJRATGAS	745.45	759.9	742.5	51.32270643	36.91743242	-0.8491515192	28.68254236	-2.407490501	0	31.28357699	39.37166895	83.31287336	7	1/14/2015	0.5005339028	2.001308044	-2.158081112	0.4059089699	-3.577090082	2.855324164	6.271906285	1209581	745.45/749.2/764.5/748.35/751.4
HCIL	25	26.3	24.55	51.38188969	-7.465	-0.32	45.45043112	-0.06478645545	0	37.6289875	92.81491901	23.70176255	3	1/14/2015	3.288201161	-4.233870968	0	0.6012024048	0	0.268968162	0.4458216313	54490.26316	25.0/25.85/24.8/24.8/24.95
AHMEDFORGE	335.15	343	330.5	51.40118419	6.552215426	-0.9876174847	33.368472	-3.458395101	0	30.85915885	41.34884226	81.99555144	5	1/14/2015	0.8871802455	2.522340732	-2.739523175	-0.9567947376	-3.963319863	1.824636325	4.088150648	262189.5263	335.15/338.15/346.9/337.65/334.45
ANSALAPI	25.6	26.4	24.3	51.47316755	-20.50976562	0	63.82581783	-0.6634671868	0	65.90918994	19.15064325	69.35966945	5	1/14/2015	-3.643724696	3.703703704	-1.183431953	0.9765625	-2.605210421	0.5128307431	0.2652561118	212584.3684	25.6/24.7/25.65/25.35/25.6
UNIONBANK	225.35	233.9	224.3	51.48741734	10.33891724	-2.391834923	15.83595088	-2.595356281	0	18.62699356	51.47300141	84.36225706	5	1/14/2015	3.15857327	1.377410468	-2.408854167	-0.4797208897	-4.464692483	1.072746258	4.68634876	3520624.05	225.35/232.7/235.95/230.4/229.3
BOMDYEING	64.45	65.6	64.1	51.49051321	-6.728471683	-0.9619860357	29.52802859	-0.8100156006	0	27.09255282	47.11517935	80.26380746	5	1/14/2015	1.301684533	1.433962264	-2.872670807	0.8468052348	-1.882352941	0.2709434526	0.7291227073	683416.1053	64.45/65.3/66.25/64.4/64.95
SANWARIA	7.45	7.5	7.3	51.49633064	-13.20805369	0	66.77050983	-0.9772049854	0	65.86685682	26.10277725	62.51935786	8	1/14/2015	-1.360544218	1.342281879	-0.6756756757	0.6711409396	-2.054794521	0.06120319951	0.03171636956	42787.57895	7.45/7.35/7.45/7.4/7.45
STCINDIA	183.45	190.9	182.5	51.61817692	-10.71041156	0	57.56303589	-0.4602252127	0	49.57337263	82.84883139	22.43232672	4	1/14/2015	1.42396561	-3.417616004	0.3599114064	1.526717557	-1.578510108	1.635410116	1.663558724	88425.35	183.45/186.1/179.95/180.6/183.4
SUZLON	14.95	15.3	14.5	51.69744058	-23.17892977	-1.866308748	34.64202336	0.7933664301	1	32.45723579	45.66091089	76.97417507	7	1/14/2015	1.644736842	3.184713376	-6.440677966	3.278688525	0.974025974	0.1403043982	0.2919702388	24001567.79	14.95/15.2/15.7/14.75/15.25
ANDHRABANK	91.25	93.1	90.2	51.70301333	11.10630137	-0.9643835616	33.548384	-2.431169327	0	30.4009343	37.13531594	87.57278975	5	1/14/2015	0.5449591281	2.755696873	-2.221018418	-1.428571429	-2.824858757	0.4190987236	0.9594731305	4839901.947	91.25/91.75/94.35/92.3/91.0
USHERAGRO	48.8	49.3	48.3	51.79862875	10.81762295	-0.2663934426	36.676299	-1.898204877	0	39.33237171	61.16007942	54.90343511	5	1/14/2015	0.4081632653	-0.2044989775	-0.5138746146	1.318458418	-3.246073298	0.1102072196	0.1699874771	79030.15789	48.8/49.0/48.9/48.65/49.3
EVEREADY	176.4	177.9	173.3	51.80314054	43.32723923	0	79.55222967	-2.248410536	0	69.95158669	42.72891747	42.72891747	4	1/12/2015	-0.5988023952	0	-0.8918296893	0.9968669895	3.860898138	0.772612196	0.3318834024	347280.95	176.4/175.35/175.35/173.8/175.55
ASIANTILES	149.5	153.9	147.7	51.902406	41.4416388	-0.9498931981	29.32537287	-2.870478488	0	37.99043411	36.93876613	80.77801775	3	1/14/2015	-0.03345600535	2.096298723	-1.665001665	0.8910891089	-4.590956162	0.5695057013	0.929570881	43128.57895	149.5/149.45/152.65/150.15/151.5
COSMOFILMS	93.55	96.1	93	52.01869273	10.3161411	-1.635489043	11.05243386	-0.650314885	0	18.42873257	72.08517977	65.54216584	5	1/14/2015	2.399582681	-0.3139717425	-0.9508716323	1.200417537	-3.066164605	0.2847196106	1.260257015	20759	93.55/95.85/95.55/94.65/95.8
NBCC	814.15	825.3	806.6	52.12439079	37.87103114	-0.5711478229	37.47217657	-2.49708203	0	27.66662035	62.97195553	65.7345965	3	1/14/2015	1.015197568	0.06682461576	0.7297069111	-2.968206657	-2.066168082	2.060247669	5.38644312	503705.9474	814.15/822.5/823.05/829.1/805.2
SITICABLE	34.2	34.5	33.2	52.15232754	23.70467836	-0.4970760234	41.77504938	-4.044975317	0	44.24289489	35.76510068	76.44898707	5	1/14/2015	-0.293255132	2.011494253	0.5714285714	-3.703703704	-3.846153846	0.1676106914	0.2112313619	443035.8947	34.2/34.1/34.8/35.0/33.75
OMKARCHEM	168.95	170	166.05	52.17349916	17.23941995	0	67.38091417	-1.047947419	0	73.68921967	34.74200984	48.08926798	4	1/14/2015	-1.197963462	0.4472271914	1.061946903	-0.8028545941	-1.662636034	1.234699583	0.4408502308	99353.78947	168.95/166.95/167.7/169.5/168.15
ALSTOMTD	484.7	493.9	482.45	52.20435992	28.69053022	-0.3321834152	30.97674139	-2.415091026	0	52.86098077	37.61004748	66.14205151	3	1/14/2015	-0.186027284	0.493624023	0.4300634856	0	-3.311118164	0.9731190271	0.8677833037	83822.31579	484.7/483.8/486.2/488.3/488.3
PAPERPROD	183	186.5	182	52.20989	17.13374317	-0.8961748634	26.75757129	-2.43788875	0	26.22478748	41.67667489	88.72820763	3	1/14/2015	0.8130081301	1.442307692	-0.9436505797	-1.311117181	-2.750491159	0.5304992424	1.492393194	38595.57895	183.0/184.5/187.2/185.45/183.05
SWANENERGY	55.1	55.65	55	52.2224047	-8.003176044	-0.1633393829	33.78312567	0.08606946165	1	32.15399556	78.40905336	46.10416517	5	1/14/2015	0.5415162455	-0.4533091568	0.1809954751	-0.3633060854	0.452079566	0.08175855161	0.1725132743	320930.3158	55.1/55.4/55.15/55.25/55.05
KITEX	541.5	564.9	536.6	52.46953295	38.27913204	-2.698060942	27.72805817	0.09142369045	1	26.25828612	42.39461601	88.75569672	2	1/14/2015	2.782764811	4.5170138	-6.91898827	1.355993491	-2.000922084	5.346554777	15.01484563	138201.2105	541.5/557.0/583.35/545.6/553.1
ENGINERSIN	223.05	229	222.15	52.54819643	-13.34723156	-0.7711275499	14.33039584	-1.110792442	0	17.40849031	70.51621734	69.71988164	6	1/14/2015	1.283469794	-0.02213368747	-0.6012024048	-0.06684491979	-1.722574796	0.3351663468	1.590137575	607031.4211	223.05/225.95/225.9/224.55/224.4
UCALFUEL	133.6	139.25	132.6	52.69372749	36.34412425	-1.803892216	20.53692858	-0.8094998268	0	20.31512436	53.19820169	84.56785641	3	1/14/2015	2.623906706	1.188332733	-2.889959244	0.369139904	-2.342274273	0.5915840937	2.320453673	112727.6316	133.6/137.2/138.85/134.95/135.45
GUJALKALI	177.55	181.5	176.7	52.71910907	-8.788369473	-0.3379329766	33.19004556	-0.3709995428	0	33.19982825	73.12832594	51.82917304	5	1/14/2015	0.9483960948	-0.702247191	-0.5081874647	0.9784735812	-1.274065685	0.5168415546	1.039918169	39772.15789	177.55/179.25/178.0/177.1/178.85
TVTODAY	205.3	213.2	204.05	52.72370349	17.02289333	-2.123721383	10.63083045	-0.493104662	0	14.25592617	59.92614552	83.98903878	3	1/14/2015	2.908489004	0.5175252882	-1.528540721	0.1430956356	-2.618697993	0.5752065262	3.459652516	215703.1579	205.3/211.45/212.55/209.35/209.65
ESTER	20	20.2	19.25	52.81452545	0.92125	-0.25	35.56624327	-1.274351733	0	40.24721108	40.24721108	77.94915418	7	1/14/2015	0	0.9900990099	-1	0.2493765586	-1.776649746	0.04160576093	0.06176975208	12654.15789	20.0/20.0/20.2/20.0/20.05
JKLAKSHMI	394.15	404.35	392	52.85806627	31.05886084	0	66.1509491	-0.007919694915	0	66.72350049	77.55270754	14.29799078	11	1/14/2015	0.2656882591	-2.476338649	0.413169787	1.738137529	-0.7799514129	2.508640522	1.251115042	152132.6842	394.15/395.2/385.65/387.25/394.1
TREEHOUSE	432.9	452.8	431	52.95286417	11.04233079	-0.4666204666	43.54428939	-0.8778356215	0	32.75318142	67.73226429	58.37314679	4	1/14/2015	1.512910932	-0.6410990269	1.377441572	-4.804165188	0.7049700388	2.108785061	4.32962785	66775.89474	432.9/439.55/436.75/442.85/422.55
COMPUSOFT	11.5	11.75	11.2	52.97963198	-3.32826087	0	77.38612788	-1.394655096	0	80.75215723	48.85289674	29.33384196	5	1/14/2015	-1.321585903	-0.4424778761	1.310043668	0	-2.69058296	0.09710818198	0.02314641592	18032.26316	11.5/11.35/11.3/11.45/11.45
WHIRLPOOL	663.7	674	652.1	53.02326244	38.06870574	-0.3932499623	42.90338376	-2.062680385	0	39.43258128	34.5961833	85.04102273	4	1/14/2015	-0.1584546895	2.30003686	-0.8700178465	-2.727064395	-1.661877767	2.799597341	4.300108663	101217.7895	663.7/662.65/678.25/672.4/654.55
BIRLACOT	0.1	0.15	0.1	53.143176	-34.5	-20	38.81966011	0	1	32.65794655	32.65794655	94.11363489	13	1/14/2015	0	33.33333333	-50	0	0	0.006251573575	0.01289100652	721565.3	0.1/0.1/0.15/0.1/0.1
IBULHSGFIN	499.45	503.25	490	53.21246581	23.37316048	0	58.45000003	-0.045594461	0	69.42565431	31.60850879	58.60323432	2	1/14/2015	-1.472978464	1.085209003	-0.423814329	1.813137818	-1.43718593	4.551361389	2.004372848	959112.4737	499.45/492.2/497.6/495.5/504.65
TCI	263.05	270	260.95	53.29418925	24.31590952	-0.0190077932	48.50328915	-2.17825076	0	44.03502501	68.74702811	47.10051462	4	1/14/2015	0.454115421	-0.6666666667	0.3984063745	-0.5340453939	-2.123100896	0.7350137723	0.9341433863	117030.7895	263.05/264.25/262.5/263.55/262.15
TRIVENI	23.65	24.35	23.45	53.42030216	-0.1046511628	-1.353065539	27.21250832	0.1360478705	1	23.73273694	51.04726222	85.48090733	4	1/14/2015	2.070393375	1.428571429	-3.157894737	0.2100840336	-0.4219409283	0.110883425	0.356333758	184159.3684	23.65/24.15/24.5/23.75/23.8
SOUISPAT	0.15	0.2	0.1	53.51518823	-907.1666667	-13.33333333	38.81966011	0	0	33.33319623	33.33319623	93.87917223	12	1/13/2015	0	25	-33.33333333	0	0	0.006460571528	0.01292122278	12407074.7	0.15/0.15/0.2/0.15/0.15
CANFINHOME	618.85	633.9	615.25	53.60399939	35.73422477	0	51.29143499	-4.515781599	0	52.83544413	56.83565917	51.14089486	3	1/14/2015	0.3060813532	-0.9513742072	6.450631371	-14.33292747	-1.072433193	7.13159267	6.366150725	180023.9474	618.85/620.75/614.9/657.3/574.9
MASTEK	413.05	423.75	411.5	53.64095188	42.49588428	-1.605132551	20.57984579	-6.317241256	0	29.43312244	60.87028242	70.61945077	7	1/14/2015	1.748334919	0.4499171205	-1.661049591	2.773551785	-9.988415497	2.094381013	5.021347253	1460132	413.05/420.4/422.3/415.4/427.25
JINDALPOLY	261.35	271.3	258.1	53.76289561	4.101587909	-1.897838148	28.73081277	-1.736282265	0	23.32360009	49.86397912	88.10110761	5	1/14/2015	2.898012261	2.162849873	-4.0665784	-1.051223242	-2.36744277	1.708991901	5.618315608	208153.1579	261.35/269.15/275.1/264.35/261.6
UBHOLDINGS	20.9	21.8	20.8	53.84538272	-47.88516746	-2.009569378	28.87285454	-0.3220440038	0	26.07233839	51.83882855	83.62498124	4	1/14/2015	3.016241299	2.267573696	-5.755395683	1.882352941	-2.163461538	0.1704760052	0.4833817448	434906.6316	20.9/21.55/22.05/20.85/21.25
LYKALABS	30.3	31.4	30	53.94545677	39.65924092	-1.617161716	28.36175311	-1.564189903	0	25.95101796	47.08325608	88.80209626	5	1/14/2015	2.100161551	2.365930599	-3.594771242	-0.6578947368	-2.356902357	0.1879138337	0.5361958485	88312.10526	30.3/30.95/31.7/30.6/30.4
TRF	369.75	373	365.6	54.24216057	24.56517918	0	52.12622936	-2.146388696	0	55.73160724	34.91576962	72.07910486	3	1/14/2015	-0.7767784137	1.674929653	-1.509793254	0.7291385363	-3.104552415	2.483123469	1.972379596	46888.63158	369.75/366.9/373.15/367.6/370.3
TTKHEALTH	787.85	797	782.25	54.29704856	15.42876182	0	61.81379578	-0.01091316834	0	47.54460748	69.04638299	46.30015521	5	12/23/2014	0.4485721506	-0.8474036317	0.1399758224	-2.131392553	2.49635684	2.709980922	2.989889295	16072.95	787.85/791.4/784.75/785.85/769.45
HDFC	1120.3	1136.85	1112.6	54.31775727	9.289275194	-0.110684638	44.39337455	-1.47588562	0	42.67900573	50.02921954	70.24504654	4	1/14/2015	0.1693102834	0.5626689114	-1.369801491	0.89464548	-2.192403912	2.759698606	3.706475004	1912330.684	1120.3/1122.2/1128.55/1113.3/1123.35
PVR	715.45	729	711.45	54.3183119	10.92448808	-1.162921472	31.49043189	-0.3597757743	0	30.32025649	37.83185651	94.80282271	5	1/14/2015	0.5144962803	2.435219102	-2.610148256	0.1251303441	-1.089248067	2.825073809	6.492373125	49071.89474	715.45/719.15/737.1/718.35/719.25
MOSERBAER	10.55	10.85	9.65	54.41282271	28.60189573	0	84.92878935	1.57585803	1	80.54878868	25.74805182	56.94162764	6	1/14/2015	-9.32642487	3.5	-1.52284264	3.902439024	-2.5	0.4911260636	0.118598889	1361563.211	10.55/9.65/10.0/9.85/10.25
IPCALAB	732.75	745	727.9	54.41911442	-5.076629137	-0.3602865916	37.63283569	-0.3990122126	0	34.55189662	80.92387928	47.78156736	5	1/14/2015	1.366267331	-1.309150416	0.7175737882	-1.261310666	-0.2060722627	3.060053131	5.796343854	139041.2105	732.75/742.9/733.3/738.6/729.4
PVP	7.75	8.2	7.7	54.43369416	-4.109677419	-0.9032258065	33.12150122	0.2937568867	1	25.38513998	60.09125915	77.82468335	4	1/14/2015	1.898734177	0.6289308176	-3.246753247	1.282051282	0	0.03296446842	0.09689287503	112108.7895	7.75/7.9/7.95/7.7/7.8
INFINITE	141.95	144.7	141.5	54.53474666	-9.726135963	-0.2888340965	38.21722321	0.1428298638	2	22.4397532	70.58224339	70.58224339	4	1/14/2015	0.9420795534	0	-1.129146083	-0.105969622	1.048584411	0.222069419	0.7675556316	65071	141.95/143.3/143.3/141.7/141.55
BARTRONICS	12.15	12.7	10.05	54.56606474	12.41152263	-0.329218107	45.24617311	-1.72643494	0	40.35888246	86.38231203	36.95699973	9	1/14/2015	3.187250996	-4.583333333	0.826446281	0.4115226337	-2.966101695	0.1515008164	0.2238832557	144672.85	12.15/12.55/12.0/12.1/12.15
AUROPHARMA	1144.5	1163.7	1136.3	54.60053651	28.29117519	-0.8073394495	38.61698416	-2.53124232	0	31.54977326	39.35682206	92.8950142	2	1/14/2015	0.5085408789	2.314028533	-0.6882989184	-3.803141919	-1.959187367	4.652166418	10.09331647	837107.2632	1144.5/1150.35/1177.6/1169.55/1126.7
NATCOPHARM	1425.1	1440.1	1415	54.64758493	19.81573223	0	50.08689442	-0.8441212116	0	42.31172842	69.63918834	51.99183803	3	1/14/2015	0.6552805856	-0.7515100435	-0.8606949315	1.303922254	-1.811581308	5.067725226	6.909391792	39148.89474	1425.1/1434.5/1423.8/1411.65/1430.3
SBIN	304.7	307	302.25	54.65601291	-564.0781917	-0.09517558254	44.79882332	-1.109358768	0	41.372398	47.46594451	75.12969622	6	1/14/2015	0.1311045559	0.6512536633	-1.286279683	0.541249795	-1.565883725	0.6445441727	0.9133644908	11821290.68	304.7/305.1/307.1/303.2/304.85
NEULANDLAB	516.8	530.95	511.15	54.95371334	27.85729489	0	76.33704484	-0.1644919348	0	76.99440367	47.43870414	40.42803221	3	1/14/2015	-1.283684468	-0.2357332286	1.260789448	-2.535799523	3.121387283	4.484306463	1.339891465	19359.21053	516.8/510.25/509.05/515.55/502.8
PREMIER	52.7	54.4	52.5	54.98752828	-18.98102467	-1.309297913	20.16312111	-1.211738604	0	27.34479025	80.12621327	57.49158133	5	1/14/2015	2.677746999	-1.499531396	-0.6603773585	1.395348837	-3.365384615	0.3009581626	0.7996469613	4998.526316	52.7/54.15/53.35/53.0/53.75
ASAHISONG	154.15	160.9	152.05	55.11096423	18.63250081	-1.226078495	16.47797837	-4.633520782	0	33.11630521	56.84908183	75.36750563	3	1/14/2015	1.122514432	0.7638446849	-1.126488574	1.490171211	-6.915254237	0.6941044566	1.40185538	17602.57895	154.15/155.9/157.1/155.35/157.7
OFSS	3368.3	3383.7	3307	55.12788652	3.721706796	0	88.32758885	0.6799715204	1	88.96010914	61.71788335	14.70566706	7	1/14/2015	-1.989341731	-0.8966623387	0.4849203454	1.081154234	-0.7407519617	41.06615434	5.096282663	48138.57895	3368.3/3302.6/3273.25/3289.2/3325.15
MMFL	562.3	567.05	555.1	55.15457825	41.02271919	0	53.98750495	-0.685247352	0	58.3200304	40.90012888	66.24357545	2	1/14/2015	-0.5813433503	1.053097345	-1.600431577	1.714386709	-2.065482096	3.215229259	2.297849587	49690	562.3/559.05/565.0/556.1/565.8
JSWHL	965.75	974.65	958	55.17977986	15.70051773	0	55.18475448	-1.866962626	0	63.94935715	50.30259329	51.28738914	2	1/14/2015	-0.3585160553	0.03635797019	1.614798917	-3.152179643	-1.405815694	4.017254379	2.264676445	37860.05263	965.75/962.3/962.65/978.45/948.55
GVKPIL	9.15	9.4	9.1	55.36073398	-42.23497268	-0.6557377049	39.82904745	-2.902821657	0	38.43589596	45.3407719	82.30553408	5	1/14/2015	0.5434782609	2.645502646	-4.419889503	1.630434783	-4.545454545	0.06309719423	0.1010649585	3964452.579	9.15/9.2/9.45/9.05/9.2
HITACHIHOM	885.95	910.9	870.5	55.47015718	47.88024155	0	84.20138439	-0.9456679583	0	84.46248162	34.14395688	47.80403302	5	1/14/2015	-1.757307759	0.3091544055	0.05721805802	0.9015649807	-2.546807768	8.456545811	1.555646169	140669.8421	885.95/870.65/873.35/873.85/881.8
BAJAJHIND	18.75	19.4	18.55	55.55321784	-16.164	-1.546666667	25.90018454	-0.1914501197	0	22.3022462	58.2904402	86.06696712	5	1/14/2015	2.597402597	1.028277635	-3.457446809	0.7915567282	-1.336898396	0.09030793186	0.3146195855	1586665.684	18.75/19.25/19.45/18.8/18.95
GSPL	126.5	129.45	123.2	55.58645196	29.09644269	0	56.75305814	-0.4589092789	0	68.280516	67.69718374	30.78165614	5	1/14/2015	-0.03954132068	-2.347227843	1.16	2.723735409	-3.212851406	0.9452815872	0.4391273813	2083366.789	126.5/126.45/123.55/125.0/128.5
SPIC	22.8	23.7	22.65	55.60283372	7.950657895	-1.447368421	29.50271021	-1.338251505	0	24.75307488	49.93905218	92.1163741	4	1/14/2015	2.145922747	1.894736842	-3.260869565	-0.8771929825	-1.785714286	0.1227017204	0.3730012216	459617.3684	22.8/23.3/23.75/23.0/22.8
SHRENUJ	52.85	55	51.1	55.6062713	-47.58514664	0	51.0445202	-1.304228869	0	50.06290348	31.31777475	85.43813568	6	1/14/2015	-1.53698367	4.931506849	-1.671309192	-6.845238095	1.46627566	0.7337226994	0.7318788707	91456.63158	52.85/52.05/54.75/53.85/50.4
TBZ	149.15	152.3	148.2	55.732825	-7.38434462	0	55.66138517	-0.7587425989	0	50.76251252	74.80756051	41.62840197	5	1/14/2015	0.3341129302	-0.8083529808	0.4693261817	-0.2015451797	-0.9494743981	0.3948234715	0.3829620475	81575.36842	149.15/149.65/148.45/149.15/148.85
DISHTV	68.05	68.45	66.4	55.832238	16.38023512	0	50	-1.253890007	0	58.13153268	35.6226653	73.74251603	5	1/14/2015	-0.9643916914	1.820830299	-1.62842339	1.530612245	-2.925731433	0.5403491649	0.3891793371	2847733.632	68.05/67.4/68.65/67.55/68.6
WOCKPHARMA	1040.45	1073	1032	55.91556465	29.11271565	-2.111586333	29.01290726	-3.507671426	0	22.74682911	51.9173985	93.08246632	5	1/14/2015	2.902337735	1.962488564	-1.504457652	-4.513248568	-3.272690823	6.295341215	21.38034573	1427474.789	1040.45/1071.55/1093.0/1076.8/1030.3
EVERONN	39.6	41.9	39.3	55.99498118	-8.423611111	-0.7070707071	20.99652233	-6.106937672	0	36.23523152	49.22930519	82.52040683	11	1/14/2015	0.5025125628	1.118012422	-0.7509386733	-0.3768844221	-6.417112299	0.1372806802	0.2415789943	164146.1579	39.6/39.8/40.25/39.95/39.8
NOCIL	38	39.6	37.65	56.04363167	20.76513158	-0.05263157895	49.68460692	-7.484051521	0	44.89863735	65.16507675	58.0671809	13	1/14/2015	1.554404145	-1.179554391	4.265997491	-12.25352113	-4.411764706	0.433103678	0.5315217619	1370760.684	38.0/38.6/38.15/39.85/35.5
